"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12454","Home-Register-Login-Cart-SignOut ToolShop automation","chromium","2026-04-09","passed","2026-04-09","","Register-Login-Checkout.spec.js","",""
